Répartition Générale (Pondération),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liq,DevT,CTerme,Oblig,Actions,HF,MPrem,Autres,Total,,,,,,,,,,,,,,,,,
,Comptabilisé,Avoirs en compte,0,,,51921000,81901.94,0.158389322,COMPTE ORDINAIRE EN USD,USD,0.91416,53889.86882,0,81901.94,74871.47747,,,,64071.41094,-579.0376824,-579.0376824,-1.072995276,-0.001222212,-0.00122223,-0.76744033,2.00E-08,2.049696178
,Comptabilisé,Avoirs en compte,0,,,15549 00,445838.08,0.86220169,COMPTE ORDINAIRE EN USD,USD,0.91416,866697.9924,2249516.847,445838.08,407567.3392,,,,348776.5349,-25778.76111,-10588.13557,-2.849000596,-0.054412891,-0.02151353,-3.125881135,-0.03289936,9.72746663
,Comptabilisé,Avoirs en compte,0,,,60864 W1,1351496.25,2.786218022,COMPTE ORDINAIRE EN EUR,EUR,0.97452,1358082.376,1389900.276,1351496.25,1317060.126,,,,1251207.119,-38302.1652,-17223.88167,-2.797053255,-0.080846846,-0.03631719,-2.83016255,-0.04452966,38.77622412
,Comptabilisé,Avoirs en compte,0,,,60864 F4,209459.27,0.431817101,COMPTE ORDINAIRE EN EUR,EUR,0.97452,246788.5392,373044.436,209459.27,204122.2478,,,,193916.1354,-20076.46993,-3338.440678,-7.750864499,-0.042376698,-0.00698332,-7.464765495,-0.03539338,6.895737666
,Comptabilisé,Avoirs en compte,0,,,54617000,3232.35,0.006663749,COMPTE ORDINAIRE EN EUR,EUR,0.97452,-10630.55861,4122.446624,3232.35,3149.989722,,,,2992.490236,-3021.206902,-2904.346902,-163.1562761,-0.006377056,-0.00247341,-32.93692478,-0.00390365,0.312389804
,Comptabilisé,Avoirs en compte,0,,,53896900,178754.27,0.368516279,COMPTE ORDINAIRE EN EUR,EUR,0.97452,130471.1996,3199.139281,178754.27,174199.6112,,,,165489.6306,-4890.977226,-2214.913729,-3.741726741,-1.03E-02,-4.69E-03,-23.62380332,-0.00563394,30.29947088
,Comptabilisé,Avoirs en compte,0,,,534552A0,338383.64,0.69760504,COMPTE ORDINAIRE EN EUR,EUR,0.97452,151081.7001,14752.23125,338383.64,329761.6249,,,,313273.5436,-18679.39369,4694.806098,-12.34164526,-0.039427799,0.0098833,-75.72069435,-0.0493111,5.316312146
,Comptabilisé,Avoirs en compte,0,,,53455200,11545.83,0.023802655,COMPTE ORDINAIRE EN EUR,EUR,0.97452,17687.46443,24704.81059,11545.83,11251.64225,,,,10689.06014,-13453.16834,-144.7013838,-54.45566276,-0.028396469,-0.00031901,-54.45566276,-0.02807746,0.294855101
,Comptabilisé,Avoirs en compte,0,,,532338B0,29667.17,0.061161253,COMPTE ORDINAIRE EN EUR,EUR,0.97452,22699.41027,4757.884455,29667.17,28911.25051,,,,27465.68798,-1029.798618,-547.2620795,-4.434520927,-0.002173662,-0.00115644,-5.488228506,-0.00101722,18.24514882
,Comptabilisé,Avoirs en compte,0,,,532336B0,4886.2,0.010073294,COMPTE ORDINAIRE EN EUR,EUR,0.97452,7776.198036,22236.05849,4886.2,4761.699624,,,,4523.614643,-416.8532618,19.7832704,-5.090296675,-0.000879879,4.05E-05,-8.07536838,-0.00092039,3.778925071
,Comptabilisé,Avoirs en compte,0,,,532336A0,11064.23,0.022809798,COMPTE ORDINAIRE EN EUR,EUR,0.97452,12061.61876,26130.07768,11064.23,10782.31342,,,,10243.19775,-308.2389629,63.2915569,-2.529421025,-0.00065062,0.00013294,-4.549344452,-0.00078356,9.610928045
,Comptabilisé,Avoirs en compte,0,,,53233600,318704.77,0.65703547,COMPTE ORDINAIRE EN EUR,EUR,0.97452,148116.0734,14881.47334,318704.77,310584.1725,,,,295054.9638,-9099.68088,-9099.68088,-5.507294132,-1.92E-02,-1.70E-02,-8.691056201,-0.00221316,3.511420104
,Facturé,Avoirs en compte,0,,,53233600,2946.2,0.006073828,COMPTE ORDINAIRE EN EUR,EUR,0.97452,26.58454467,0,2946.2,2871.130824,,,,2727.574283,,,,,,,,0.032460593
,Comptabilisé,Avoirs en compte,0,,,53182600,127413.36,0.262672871,COMPTE ORDINAIRE EN EUR,EUR,0.97452,126079.942,126407.4086,127413.36,124166.8676,,,,117958.5242,-2519.402144,-1632.406493,-1.99205038,-0.005317864,-0.00346213,-1.991723405,-0.00185573,57.37134429
,Comptabilisé,Avoirs en compte,0,,,52122600,11763.36,0.024251111,COMPTE ORDINAIRE EN EUR,EUR,0.97452,277154.5415,262998.6876,11763.36,11463.62959,,,,10890.44811,-25117.29374,-6307.003702,-8.409167292,-0.053016689,-0.01330607,-16.37109944,-0.03971062,0.338852026
,Comptabilisé,Avoirs en compte,0,,,51921000,238794.88,0.492294816,COMPTE ORDINAIRE EN EUR,EUR,0.97452,174416.8327,13352.92316,238794.88,232710.3865,,,,221074.8671,-12643.32374,-3299.508731,-7.101027639,-0.026687078,-0.00701528,-19.49191675,-0.0196718,6.370724951
,Comptabilisé,Avoirs en compte,0,,,15549 00,23740,0.048941916,COMPTE ORDINAIRE EN EUR,EUR,0.97452,28131.55058,-391971.9897,23740,23135.1048,,,,21978.34956,-935.1380881,-715.1352531,-2.734730399,-0.001973856,-0.00013298,-53.83342746,-0.00184088,0.552168779
,Comptabilisé,Avoirs en compte,0,,,54617000,481508.37,1.018622667,COMPTE ORDINAIRE EN CHF,CHF,100,505028.8557,542378.08,481508.37,481508.37,,,,452276.3813,-2687.28,0,-0.531153015,-0.005672215,0,-0.384132113,-0.00567221,47.75199883
,Comptabilisé,Avoirs en compte,0,,,54570000,2661073.82,5.629455855,COMPTE ORDINAIRE EN CHF,CHF,100,2737797.988,2979842.29,2661073.82,2661073.82,,,,2499522.153,-13774.46,0,-0.499996313,-2.91E-02,0.00E+00,-0.514350234,-0.02907464,35.39470226
,Facturé,Avoirs en compte,0,,,54570000,-14977.15,-0.031683903,COMPTE ORDINAIRE EN CHF,CHF,100,-138.6773148,0,-14977.15,-14977.15,,,,-14067.89918,,,,,,,,-0.199209718
,Comptabilisé,Avoirs en compte,0,,,534552A0,2300,0.00486561,COMPTE ORDINAIRE EN CHF,CHF,100,11127.77778,20000,2300,2300,,,,2160.368836,-1510.049046,-1510.049046,-11.44952123,-0.003187358,0,-0.883294103,-0.00318736,0.037079869
,Comptabilisé,Avoirs en compte,0,,,532338B0,2864.71,0.006060245,COMPTE ORDINAIRE EN CHF,CHF,100,2864.71,2864.71,2864.71,2864.71,,,,2690.795743,0,0,0,0,0,0,0,1.80784502
,Comptabilisé,Avoirs en compte,0,,,532338A0,1636.66,0.003462326,COMPTE ORDINAIRE EN CHF,CHF,100,1997.934352,2600.94,1636.66,1636.66,,,,1537.299678,-2.4358244,-2.4358244,-0.121315447,-5.14E-06,0,-0.121020875,-5.14E-06,0.641947066
,Comptabilisé,Avoirs en compte,0,,,53233800,1577.89,0.003337999,COMPTE ORDINAIRE EN CHF,CHF,100,3373.094259,7156.42,1577.89,1577.89,,,,1482.097558,10.6524609,10.6524609,0.309374532,2.25E-05,0,0.222587443,2.25E-05,0.294566479
,Comptabilisé,Avoirs en compte,0,,,53233700,23250.07,0.049185123,COMPTE ORDINAIRE EN CHF,CHF,100,265094.7627,15375.33,23250.07,23250.07,,,,21838.57681,-14818.66,0,-4.950059118,-0.0312787,0,-3.588845469,-0.0312787,100
,Comptabilisé,Avoirs en compte,0,,,532336B0,200,0.000423097,COMPTE ORDINAIRE EN CHF,CHF,100,224.0740741,0,200,200,,,,187.8581597,-50.5525921,-50.5525921,-17.18890211,-0.000106705,0,-0.558558076,-0.0001067,0.158721691
,Comptabilisé,Avoirs en compte,0,,,532336A0,11810.24,0.024984359,COMPTE ORDINAIRE EN CHF,CHF,100,11810.24,11810.24,11810.24,11810.24,,,,11093.24976,0,0,0,0,0,0,0,10.52718117
,Comptabilisé,Avoirs en compte,0,,,53233600,607606.88,1.285381895,COMPTE ORDINAIRE EN CHF,CHF,100,365741.6934,-1558.98,607606.88,607606.88,,,,570719.5514,-14006.58,0,-3.679771874,-0.02956459,0,-3.857183631,-0.02956459,6.86951623
,Comptabilisé,Avoirs en compte,0,,,53182600,2000,0.004230966,COMPTE ORDINAIRE EN CHF,CHF,100,2000,2000,2000,2000,,,,1878.581597,0,0,0,0,0,0,0,0.924100695
,Comptabilisé,Avoirs en compte,0,,,52122600,320.76,0.000678562,COMPTE ORDINAIRE EN CHF,CHF,100,320.76,320.76,320.76,320.76,,,,301.2869165,0,0,0,0,0,0,0,0.009481306
,Comptabilisé,Avoirs en compte,0,,,51921000,4550.34,0.009626166,COMPTE ORDINAIRE EN CHF,CHF,100,4550.34,4550.34,4550.34,4550.34,,,,4274.092491,0,0,0,0,0,0,0,0.124570996
,Comptabilisé,Avoirs en compte,0,,,51732900,97469.48,0.206195007,COMPTE ORDINAIRE EN CHF,CHF,100,102646.3259,75623.35,97469.48,97469.48,,,,91552.18568,-1902.04,0,-1.818019651,-4.01E-03,0.00E+00,-1.764802046,-4.01E-03,100
,Comptabilisé,Avoirs en compte,0,,,32540 00,54061.4,0.114365961,COMPTE ORDINAIRE EN CHF,CHF,100,57045.09843,57681.34,54061.4,54061.4,,,,50779.37557,-1783.74,0,-3.048724911,-0.003765055,0,-3.153830761,-0.00376505,27.2587046
Devises à terme,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Devises à terme,0,,,15549 00,1083184.95,2.094760264,Vente EUR/USD à 1.08318 No. 694083 du 21.03.2023 au 22.06.2023 Taux terme actuel : 1.06738,USD,0.91416,470261.7372,0,1083184.95,990204.3539,,,,10411.89086,-10333.58442,-10333.58442,-2.166017105,-0.021811762,-0.02181176,-1.032802858,0,23.63334566
,Comptabilisé,Devises à terme,0,,,15549 00,-1000000,-2.064195233,Vente EUR/USD à 1.08318 No. 694083 du 21.03.2023 au 22.06.2023 Taux terme actuel : 1.06738,EUR,0.975756101,-474421.2678,0,-1001268.42,-975756.1008,,,,0,24781.83752,24781.83752,5.26766979,5.23E-02,4.31E-02,2.476851358,0.00920768,-23.28850719
,Comptabilisé,Devises à terme,0,,,54617000,-505000,-1.039933576,Vente EUR/CHF à 0.993666 No. 700141 du 23.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,EUR,0.97343,-228862.9606,0,-504435.1578,-491582.15,,,,0,10218.94,10218.94,4.456584089,2.16E-02,2.29E-02,2.036452332,-0.00131056,-48.75103262
,Comptabilisé,Devises à terme,0,,,54617000,501801.09,1.061551567,Vente EUR/CHF à 0.993666 No. 700141 du 23.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,CHF,1,232315.3194,0,501801.09,501801.09,,,,8082.994788,0,0,0,0.00E+00,0.00E+00,0,0,49.76446217
,Comptabilisé,Devises à terme,0,,,53233600,-5500000,-11.32600924,Vente EUR/CHF à 0.990323 No. 694168 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,EUR,0.97343,-2593517.87,0,-5493848.253,-5353865,,,,0,92910.48,92910.48,3.627804111,0.196112133,0.2357919,1.705788688,-0.03967976,-60.53002973
,Comptabilisé,Devises à terme,0,,,53233600,5446775.48,11.52255976,Vente EUR/CHF à 0.990323 No. 694168 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,CHF,1,2622521.527,0,5446775.48,5446775.48,,,,73490.49173,0,0,0,0,0,0,0,61.58046229
,Comptabilisé,Devises à terme,0,,,54570000,-2000000,-4.118548814,Vente EUR/CHF à 0.990323 No. 694086 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,EUR,0.97343,-943097.4074,0,-1997763.001,-1946860,,,,0,33785.63,33785.63,3.627804207,0.071313505,0.08574251,1.705788733,-0.014429,-25.89500882
,Comptabilisé,Devises à terme,0,,,54570000,1980645.63,4.190021733,Vente EUR/CHF à 0.990323 No. 694086 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,CHF,1,953644.1922,0,1980645.63,1980645.63,,,,26723.8159,0,0,0,0,0,0,0,26.34438843
,Comptabilisé,Devises à terme,0,,,32540 00,-130000,-0.267705673,Vente EUR/CHF à 0.990184 No. 694093 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,EUR,0.97343,-61301.33148,0,-129854.5951,-126545.9,,,,0,2178.08,2178.08,3.598594953,0.004597414,0.00557297,1.692054581,-0.00097556,-63.80665884
,Comptabilisé,Devises à terme,0,,,32540 00,128723.98,0.272313364,Vente EUR/CHF à 0.990184 No. 694093 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.97343,CHF,1,61978.21259,0,128723.98,128723.98,,,,1722.821475,0,0,0,0,0,0,0,64.90488492
Placements à court terme,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Placements à court terme,0,,,534552A0,600000,1.160333846,"4.5% Fid. Préavis ANZ Bkg Grp Ltd, Ldn Br - PR Préavis No. 74874",USD,0.91416,814264.2876,1110240,600000,548496,,,,444672.4809,5852.105268,-7208.49765,0.714666476,0.012352415,-0.01542142,0.40283372,0.02777383,8.842678248
Obligations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,60864 F4,9949,0.187401819,LIONTRUST GF ABS RET A5,EUR,9.1368,64636.3688,0,90902.0232,88585.83965,99,99,-879.2368,44292.91982,-1645.367145,-2044.483351,-2.544314573,-0.003472982,-0.00247765,-1.822376002,-0.00099533,2.992641506
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,534552A0,22473,0.423306973,LIONTRUST GF ABS RET A5,EUR,9.1368,146001.9214,0,205331.3064,200099.4647,99,99,-1106.5936,100049.7324,-2848.17188,-3749.704021,-1.958137336,-0.00601182,-0.00559615,-1.404130246,-0.00041567,3.225939996
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,52122600,12698,0.239182661,LIONTRUST GF ABS RET A5,EUR,9.1368,82495.99065,0,116019.0864,113062.9201,98,98,-1587.2436,56531.46004,-2559.233851,-3068.626543,-3.088425976,-0.00540194,-0.00316246,-2.210614742,-0.00223948,3.342013033
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,51921000,11742,0.221175209,LIONTRUST GF ABS RET A5,EUR,9.1368,105923.1922,105307.5111,107284.3056,104550.7015,90,90,-11486.0244,52275.35075,75.3563147,-756.8096153,0.071925301,0.000159059,-0.002912,0.063589995,0.00307106,2.862200406
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,15549 00,14538,0.273841355,LIONTRUST GF ABS RET A5,EUR,9.1368,94450.0482,0,132830.7984,129446.2697,98,98,-2726.97238,64723.13483,-2923.650985,-3513.290152,-3.08173084,-0.006171138,-0.00362063,-2.205856041,-0.00255051,3.089512204
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 W1,5744.854,1.123353863,DHARMARESEARCH DR GBL A,EUR,94.85,540611.918,532536.7679,544899.4019,531015.3651,93,93,-35850.5381,0,-1521.402791,-1521.402791,-0.285689718,-0.003211323,-0.01482347,-0.285689718,0.01161215,15.63388824
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 F4,10033.218,1.961904376,DHARMARESEARCH DR GBL A,EUR,94.85,944162.7632,930059.7519,951650.7273,927402.6668,94,94,-57224.1727,0,-2657.085083,-2657.085083,-0.285689718,-0.005608481,-0.02588876,-0.285689718,0.02028028,31.32987986
,Comptabilisé,Obligations,0,444336850,LU1901202363,54617000,3183.407,0.622486238,DHARMARESEARCH DR GBL A,EUR,94.85,295487.9466,246460.8499,301946.154,294252.5659,96,99,-9539.764053,0,-3191.263919,-3191.263919,-1.087712589,-0.006736006,-0.00989901,-0.684918724,0.00316301,29.18152427
,Comptabilisé,Obligations,0,444336850,LU1901202363,54570000,16852.286,3.295311001,DHARMARESEARCH DR GBL A,EUR,94.85,1565450.265,1318999.823,1598439.327,1557711.093,94,96,-93353.68695,0,-14950.0902,-14950.0902,-0.96296712,-0.031556118,-0.05186644,-0.585162282,0.02031032,20.7189744
,Comptabilisé,Obligations,0,444336850,LU1901202363,53896900,1783.532,0.348753434,DHARMARESEARCH DR GBL A,EUR,94.85,167836.9294,165329.9399,169168.0102,164857.6093,92,92,-13801.8398,0,-472.3306393,-472.3306393,-0.285689718,-0.000996979,-0.00460206,-0.285689718,0.00360508,28.67456648
,Comptabilisé,Obligations,0,444336850,LU1901202363,534552A0,23497.336,4.594689991,DHARMARESEARCH DR GBL A,EUR,94.85,1991430.841,1136361.952,2228722.32,2171934.475,96,96,-85080.4104,0,-35448.37567,-35448.37567,-1.780852285,-0.074823169,-0.07949924,-0.565232505,0.00467607,35.01523755
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338B0,703.257,0.1375155,DHARMARESEARCH DR GBL A,EUR,94.85,76862.06304,94112.34496,66703.92645,65004.3104,92,92,-5116.11355,0,-44.3898857,-44.3898857,-0.058689767,-9.37E-05,-0.00161149,-0.745336928,0.0015178,41.02255337
,Comptabilisé,Obligations,0,444336850,LU1901202363,532338A0,915.257,0.178970168,DHARMARESEARCH DR GBL A,EUR,94.85,86129.05432,84842.53988,86812.12645,84600.15347,92,92,-6705.88355,0,-242.386413,-242.386413,-0.285689718,-0.000511621,-0.00236164,-0.285689718,0.00185002,33.18271376
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233800,391.7,0.076593367,DHARMARESEARCH DR GBL A,EUR,94.85,36860.41252,36309.8265,37152.745,36206.09306,93,93,-2712.735,0,-103.733441,-103.733441,-0.285689718,-0.000218957,-0.00101071,-0.285689718,0.00079175,6.759090526
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336B0,610,0.119279943,DHARMARESEARCH DR GBL A,EUR,94.85,57403.24645,56545.81099,57858.5,56384.26542,93,93,-4148,0,-161.545568,-161.545568,-0.285689718,-0.000340985,-0.00157399,-0.285689718,0.001233,44.74702964
,Comptabilisé,Obligations,0,444336850,LU1901202363,532336A0,560,0.109502898,DHARMARESEARCH DR GBL A,EUR,94.85,52698.06231,51910.90845,53116,51762.60432,93,93,-3808,0,-148.304128,-148.304128,-0.285689718,-0.000313035,-0.00144497,-0.285689718,0.00113194,46.13913974
,Comptabilisé,Obligations,0,444336850,LU1901202363,53233600,31670.814,6.192939153,DHARMARESEARCH DR GBL A,EUR,94.85,1836724.927,631751.5844,3003976.708,2927435.381,82,94,-637590.0286,0,-48571.91302,-48571.91302,-2.640443093,-0.102523864,-0.08200956,-1.467973882,-0.0205143,33.09716451
,Comptabilisé,Obligations,0,444336850,LU1901202363,53182600,690,0.134923214,DHARMARESEARCH DR GBL A,EUR,94.85,64931.54107,63961.65505,65446.5,63778.92318,93,93,-4692,0,-182.731872,-182.731872,-0.285689718,-0.000385704,-0.00178041,-0.285689718,0.00139471,29.4690736
,Comptabilisé,Obligations,0,444336850,LU1901202363,52122600,13384.627,2.617241874,DHARMARESEARCH DR GBL A,EUR,94.85,1342130.418,1464316.532,1269531.871,1237184.199,93,93,-82701.34905,0,-1307.499993,-1307.499993,-0.098997098,-0.002759824,-0.03295772,-0.437944638,0.03019789,36.56977649
,Comptabilisé,Obligations,0,444336850,LU1901202363,51921000,12864.435,2.515523068,DHARMARESEARCH DR GBL A,EUR,94.85,1183685.336,1108987.105,1220191.66,1189101.176,94,94,-74638.37025,0,-6575.768033,-6575.768033,-0.562659512,-0.013879897,-0.0335393,-0.380876346,0.0196594,32.55306584
,Comptabilisé,Obligations,0,444336850,LU1901202363,32540 00,905.927,0.177145772,DHARMARESEARCH DR GBL A,EUR,94.85,85251.06696,83977.66707,85927.17595,83737.75151,85,94,-14476.58849,0,-239.9155603,-239.9155603,-0.285689718,-0.000506405,-0.00233757,-0.285689718,0.00183116,42.22204072
,Comptabilisé,Obligations,0,444336850,LU1901202363,15549 00,15200.483,2.972315972,DHARMARESEARCH DR GBL A,EUR,94.85,1291863.236,978936.1896,1441765.813,1405029.62,90,95,-157447.6012,0,-18148.83088,-18148.83088,-1.412465496,-0.038307906,-0.04098976,-0.548488309,0.00268186,33.53403824
,Comptabilisé,Obligations,0,132813650,LU0646914142,60864 F4,780.401,0.25376538,ARCANO EUROP INC ESG BA,EUR,157.73,156825.1844,211574.9499,123092.6497,119956.249,111,111,12369.35973,23991.2498,7022.411598,7022.411598,4.635997887,0.014822656,-0.00196787,3.082275565,0.01679052,4.052408954
,Comptabilisé,Obligations,0,132813650,LU0646914142,53233600,2688.164,0.874118509,ARCANO EUROP INC ESG BA,EUR,157.73,281470.034,159704.8117,424004.1077,413200.4831,100,112,1762.133055,82640.09661,6564.351354,6564.351354,2.362067124,0.013855799,-0.0104466,1.256056021,0.0243024,4.671585392
,Comptabilisé,Obligations,0,132813650,LU0646914142,52122600,996.383,0.323996907,ARCANO EUROP INC ESG BA,EUR,157.73,219493.1185,319409.4749,157159.4906,153155.0668,111,111,16555.54059,30631.01335,10057.88808,10057.88808,4.744568514,0.021229832,-0.00180838,2.868492345,0.02303821,4.527091896
,Comptabilisé,Obligations,0,132813650,LU0646914142,51921000,964.589,0.313658355,ARCANO EUROP INC ESG BA,EUR,157.73,174850.4217,212939.6994,152144.623,148267.978,111,111,16027.26297,29653.5956,6621.903167,6621.903167,3.906669355,0.013977277,-0.00314037,2.939676126,0.01711765,4.059013098
,Comptabilisé,Obligations,0,132813650,LU0646914142,15549 00,1122.514,0.36501131,ARCANO EUROP INC ESG BA,EUR,157.73,125803.2113,0,177054.1332,172542.7939,99,100,-248.1867787,34508.55878,-2094.131487,-2094.131487,-1.631254935,-0.004420218,-0.00450712,-1.199134423,8.69E-05,4.11810297
Actions,,,,,,,,,,,,,,,,,,,,,,,,,,,
