Répartition Générale (Pondération),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Liq,DevT,CTerme,Oblig,Actions,HF,MPrem,Autres,Total,,,,,,,,,,,,,,,,,
,Comptabilisé,Avoirs en compte,0,,,53233700,-288.64,-0.000597084,COMPTE REVENUS EN EUR,EUR,0.99246,1030.712817,74.8654262,-288.64,-286.4636544,,,,,-296.0890806,-9.6290806,-2.76E+01,-6.15E-04,2.13E-06,0.673588574,-0.00061673,-1.232095422
,Facturé,Avoirs en compte,0,,,53233700,288.64,0.000597084,COMPTE REVENUS EN EUR,EUR,0.99246,4.407133145,0,288.64,286.4636544,,,,,,,,,,,,1.232095422
,Comptabilisé,Avoirs en compte,0,,,532336A0,5000,0.010343065,COMPTE REVENUS EN EUR,EUR,0.99246,4431.553846,0,5000,4962.3,,,,4714.185,-43.2,-43.2,-0.970931975,-8.97E-05,-8.97E-05,-0.863050644,0,4.411097612
,Comptabilisé,Avoirs en compte,0,,,52122600,1.26E+03,0.002614686,COMPTE REVENUS EN EUR,EUR,0.99246,1254.719888,1248.066492,1263.98,1254.449591,,,,1191.727111,6.383099,6.383099,0.511439017,1.32E-05,1.33E-05,0.511439017,0,0.03367489
,Comptabilisé,Avoirs en compte,0,,,15549 00,-1535.08,-0.003175487,COMPTE REVENUS EN EUR,EUR,0.99246,-1079.378287,-1066.748394,-1535.08,-1523.505497,,,,,-456.7571033,-5.4550127,-42.81769779,-0.000948094,-1.62E-05,-42.81769779,-0.00093189,-0.036111549
,Comptabilisé,Avoirs en compte,0,,,54570000,2004459.88,4.177953707,COMPTE REVENUS EN CHF,CHF,100,2008141.252,2010016.58,2004459.88,2004459.88,,,,1.89E+06,4.64E-11,0,0,0,0,0,0,26.72754925
,Comptabilisé,Avoirs en compte,0,,,53233700,-192.7,-0.00040165,COMPTE REVENUS EN CHF,CHF,100,-10825.26938,-12393.41,-192.7,-192.7,,,,,-192.7,0,-1.754479603,-0.000399989,0,0,-0.00039999,-0.828812955
,Facturé,Avoirs en compte,0,,,53233700,-285.34,-0.000594742,COMPTE REVENUS EN CHF,CHF,100,-4.389846154,0,-285.34,-285.34,,,,,,,,,,,,-1.227262525
,Comptabilisé,Avoirs en compte,0,,,52122600,38.55,8.04E-05,COMPTE REVENUS EN CHF,CHF,100,38.55,38.55,38.55,38.55,,,,36.31562031,0,0,0.00E+00,0.00E+00,0,0.00E+00,0,0.00103485
,Comptabilisé,Avoirs en compte,0,,,60864 W1,14313.56,0.027254407,COMPTE ORDINAIRE EN USD,USD,0.91353,13243.24483,13242.90571,14313.56,13075.86647,,,,11189.72816,-167.0392452,-167.0392452,-1.261348898,-0.000346725,-0.00034672,-1.26E+00,0,0.38261697
,Comptabilisé,Avoirs en compte,0,,,60864 F4,1.97E+04,0.037417905,COMPTE ORDINAIRE EN USD,USD,0.91353,16275.81847,14043.63856,19651.26,17952.01555,,,,15362.51341,-211.5727424,-211.5727424,-1.306394254,-0.000439163,-0.00043917,-1.19E+00,1.00E-08,0.605993718
,Comptabilisé,Avoirs en compte,0,,,54570000,-7.76E+01,-0.000147758,COMPTE ORDINAIRE EN USD,USD,0.91353,-1904.123724,0,-77.6,-70.889928,,,,,-729.449928,-658.559928,-6.92E+01,-1.51E-03,0.00143707,-15.98880672,-0.0029512,-0.000945249
,Facturé,Avoirs en compte,0,,,54570000,77.6,0.000147758,COMPTE ORDINAIRE EN USD,USD,0.91353,1.090614277,0,77.6,70.889928,,,,,,,,,,,,0.000945249
,Comptabilisé,Avoirs en compte,0,,,53896900,31375.49,0.059741976,COMPTE ORDINAIRE EN USD,USD,0.91353,15657.61488,0,31375.49,28662.45138,,,,24528.01428,-241.5890263,-241.5890263,-1.60E+00,-5.01E-04,-0.00050147,-8.36E-01,0,4.975491964
,Comptabilisé,Avoirs en compte,0,,,534552A0,2.12E+04,0.040424969,COMPTE ORDINAIRE EN USD,USD,0.91353,30898.85864,3888.828396,21230.52,19394.71694,,,,16597.11124,1112.726818,1112.726818,3.59E+00,2.31E-03,-0.00035756,-0.806087141,0.00266726,0.313941006
,Comptabilisé,Avoirs en compte,0,,,53455200,1783.57,0.00339609,COMPTE ORDINAIRE EN USD,USD,0.91353,1650.201221,1650.158964,1783.57,1629.344702,,,,1394.318636,-20.8142619,-20.8142619,-1.26E+00,-4.32E-05,-4.32E-05,-1.261348898,0,0.042527144
,Comptabilisé,Avoirs en compte,0,,,532338A0,3.36,6.40E-06,COMPTE ORDINAIRE EN USD,USD,0.91353,3.108751606,3.108672,3.36,3.0694608,,,,2.626704092,-0.0392112,-0.0392112,-1.261348898,-8.14E-08,-8.00E-08,-1.261348898,0,0.001205185
,Comptabilisé,Avoirs en compte,0,,,532336B0,315.8,0.000601314,COMPTE ORDINAIRE EN USD,USD,0.91353,296.6880086,0,315.8,288.492774,,,,246.8789144,7.1928228,7.1928228,2.066757746,1.49E-05,1.49E-05,-0.835766992,1.00E-08,0.21302732
,Comptabilisé,Avoirs en compte,0,,,53233600,12936.71,0.024632751,COMPTE ORDINAIRE EN USD,USD,0.91353,4789.308597,2801.7369,12936.71,11818.07269,,,,10113.3658,-86.1842137,-86.1842137,-1.84270355,-0.000178893,-0.0003925,1.246611426,0.00021361,0.133644097
,Comptabilisé,Avoirs en compte,0,,,53182600,18.05,3.44E-05,COMPTE ORDINAIRE EN USD,USD,0.91353,16.70028765,16.69986,18.05,16.4892165,,,,14.11071692,-0.2106435,-0.2106435,-1.261348898,-4.37E-07,-4.40E-07,-1.26E+00,0,0.007493937
,Comptabilisé,Avoirs en compte,0,,,52122600,-13.88,-2.64E-05,COMPTE ORDINAIRE EN USD,USD,0.91353,-1666.370198,0,-13.88,-12.6797964,,,,,-290.7431328,-278.059494,-22.36657067,-0.000603498,-0.00061323,1.031707306,9.74E-06,-0.000340381
,Facturé,Avoirs en compte,0,,,52122600,13.88,2.64E-05,COMPTE ORDINAIRE EN USD,USD,0.91353,0.195073791,0,13.88,12.6797964,,,,,,,,,,,,0.000340381
,Comptabilisé,Avoirs en compte,0,,,51921000,81901.94,0.155949238,COMPTE ORDINAIRE EN USD,USD,0.91353,40872.31894,0,81901.94,74819.87925,,,,64027.42886,-630.6359046,-630.6359046,-1.60052011,-0.001309016,-0.00130903,-0.835827169,2.00E-08,2.050878535
,Comptabilisé,Avoirs en compte,0,,,46178 A0,2120.78,0.004038171,COMPTE ORDINAIRE EN USD,USD,0.91353,2499.227097,3143.32074,2120.78,1937.396153,,,,1657.934972,-25.2183642,-25.2183642,-1.003591604,-5.23E-05,-4.65E-05,-1.349238151,-5.81E-06,6.262873534
,Comptabilisé,Avoirs en compte,0,,,46178 00,4915.85,0.009360255,COMPTE ORDINAIRE EN USD,USD,0.91353,4548.260888,4548.14442,4915.85,4490.776451,,,,3843.000986,-57.3679695,-57.3679695,-1.261348898,-0.000119079,-0.00011908,-1.261348898,0,1.258658709
,Comptabilisé,Avoirs en compte,0,,,15549 00,551190.52,1.049520217,COMPTE ORDINAIRE EN USD,USD,0.91353,1143308.042,2249516.847,551190.52,503529.0757,,,,430897.1412,-15554.98044,-8584.975545,-1.304735046,-0.032287599,-0.01763078,-1.522371343,-0.01465681,11.93511616
,Facturé,Avoirs en compte,0,,,15549 00,-2453.15,-0.004671036,COMPTE ORDINAIRE EN USD,USD,0.91353,-34.47732492,0,-2453.15,-2241.02612,,,,-1917.767602,,,,,,,,-0.053118893
,Comptabilisé,Avoirs en compte,0,,,60864 W1,1377884.09,2.850309058,COMPTE ORDINAIRE EN EUR,EUR,0.99246,1375203.441,1389900.276,1377884.09,1367494.844,,,,1299120.102,-5163.556051,7275.831214,-3.75E-01,-0.010718035,0.01500048,-0.39575369,-0.02571851,40.01468923
,Comptabilisé,Avoirs en compte,0,,,60864 F4,219833.06,0.454749544,COMPTE ORDINAIRE EN EUR,EUR,0.99246,271846.5982,373044.436,219833.06,218175.5187,,,,207266.7428,-8702.198533,543.9542841,-3.086386075,-0.018063224,0.00107002,-2.322247841,-0.01913324,7.364799426
,Comptabilisé,Avoirs en compte,0,,,54617000,3.23E+03,0.006686482,COMPTE ORDINAIRE EN EUR,EUR,0.99246,-19757.94018,4122.446624,3232.35,3207.978081,,,,3047.579177,-2963.218543,-2846.358543,-40.65059187,-0.006150777,-0.00231176,-31.7023564,-0.00383902,0.321056053
,Comptabilisé,Avoirs en compte,0,,,53896900,179476.65,0.371267747,COMPTE ORDINAIRE EN EUR,EUR,0.99246,100758.5733,3199.139281,179476.65,178123.3961,,,,169217.2263,-967.1923675,1001.278248,-0.987675122,-0.002007609,0.00205266,-21.9034564,-0.00406027,30.92029757
,Comptabilisé,Avoirs en compte,0,,,534552A0,2680.66,0.005545248,COMPTE ORDINAIRE EN EUR,EUR,0.99246,81845.29331,14752.23125,2680.66,2660.447824,,,,2527.425432,-8380.656706,6880.321388,-10.79810111,-0.017395797,0.01412479,-74.73708165,-0.03152059,0.043064494
,Comptabilisé,Avoirs en compte,0,,,53455200,16144.52,0.033396765,COMPTE ORDINAIRE EN EUR,EUR,0.99246,20790.06319,24704.81059,16144.52,16022.79032,,,,15221.6508,-8682.020273,121.8918681,-35.14303516,-0.01802134,0.00016704,-35.14303516,-0.01818838,0.418207098
,Comptabilisé,Avoirs en compte,0,,,532338B0,33825.26,0.069971375,COMPTE ORDINAIRE EN EUR,EUR,0.99246,16276.55153,4757.884456,33825.26,33570.21754,,,,31891.70666,-251.3115872,76.371054,-1.533945774,-0.000521649,0.00015475,-3.296389169,-0.0006764,20.63756317
,Comptabilisé,Avoirs en compte,0,,,53233800,-12.89,-2.67E-05,COMPTE ORDINAIRE EN EUR,EUR,0.99246,1139.805547,5887.945578,-12.89,-12.7928094,,,,,-1597.863419,88.9482181,-95.52880735,-0.003316698,0.00016159,586.9948653,-0.00347828,-0.002409684
,Facturé,Avoirs en compte,0,,,53233800,12.89,2.67E-05,COMPTE ORDINAIRE EN EUR,EUR,0.99246,0.196812452,0,12.89,12.7928094,,,,,,,,,,,,0.002409684
,Comptabilisé,Avoirs en compte,0,,,532336B0,4539.22,0.00938989,COMPTE ORDINAIRE EN EUR,EUR,0.99246,9254.191232,22236.05849,4539.22,4504.994281,,,,4279.744567,-139.4742982,162.1242282,-1.458073102,-0.000289508,0.00033312,-4.018172132,-0.00062263,3.326554227
,Transmis,Avoirs en compte,0,,,532336B0,10520.25,0.021762327,COMPTE ORDINAIRE EN EUR,EUR,0.99246,160.629651,0,10520.25,10440.92732,,,,9918.880949,,,,,,,,7.709734736
,Comptabilisé,Avoirs en compte,0,,,532336A0,11192.17,0.023152269,COMPTE ORDINAIRE EN EUR,EUR,0.99246,12839.17464,26130.07768,11192.17,11107.78104,,,,10552.39199,17.2286557,263.4381073,0.133258824,3.58E-05,0.00054416,-1.668135537,-0.0005084,9.873950872
,Comptabilisé,Avoirs en compte,0,,,53233600,330835.37,0.684370375,COMPTE ORDINAIRE EN EUR,EUR,0.99246,40641.40879,14881.47334,330835.37,328340.8713,,,,311923.8277,-3515.00203,-3515.00203,-5.758758797,-0.007296118,-0.00511961,-7.035227953,-0.00217651,3.713026679
,Facturé,Avoirs en compte,0,,,53233600,2946.2,0.006094548,COMPTE ORDINAIRE EN EUR,EUR,0.99246,44.98439465,0,2946.2,2923.985652,,,,2777.786369,,,,,,,,0.033065749
,Comptabilisé,Avoirs en compte,0,,,53182600,127240.08,0.263210494,COMPTE ORDINAIRE EN EUR,EUR,0.99246,127018.2902,126407.4086,127240.08,126280.6898,,,,119966.6553,-237.5503185,649.4453323,-0.187878467,-0.000493085,0.00133192,-0.187278188,-0.00182501,57.39141752
,Comptabilisé,Avoirs en compte,0,,,52122600,368610.48,0.762512462,COMPTE ORDINAIRE EN EUR,EUR,0.99246,259551.6503,262998.6876,368610.48,365831.157,,,,347539.5991,-11246.71486,434.7125662,-4.078641492,-0.023344897,0.00079358,-13.11833739,-0.02413848,9.820501265
,Facturé,Avoirs en compte,0,,,52122600,-12.83,-2.65E-05,COMPTE ORDINAIRE EN EUR,EUR,0.99246,-0.195896335,0,-12.83,-12.7332618,,,,-12.09659871,,,,,,,,-0.000341816
,Comptabilisé,Avoirs en compte,0,,,51921000,240610.73,0.497730504,COMPTE ORDINAIRE EN EUR,EUR,0.99246,134483.8889,13352.92316,240610.73,238796.5251,,,,226856.6988,-6086.134756,1014.732868,-4.595314326,-0.012633039,0.00202048,-17.22340298,-0.01465351,6.545622267
,Comptabilisé,Avoirs en compte,0,,,46178 00,110300.74,0.228169554,COMPTE ORDINAIRE EN EUR,EUR,0.99246,83675.56991,55976.83572,110300.74,109469.0724,,,,103995.6188,-659.2708925,518.9287489,-0.793799322,-0.001368454,0.00106719,-0.545702737,-0.00243565,30.6815988
,Comptabilisé,Avoirs en compte,0,,,15549 00,-2260.89,-0.004676907,COMPTE ORDINAIRE EN EUR,EUR,0.99246,40271.63416,-391971.9897,-2260.89,-2243.842889,,,,,-673.2155161,-493.2127568,-1.336658032,-0.001397399,8.07E-06,49.89538263,-0.00140547,-0.053185659
,Facturé,Avoirs en compte,0,,,15549 00,2260.89,0.004676907,COMPTE ORDINAIRE EN EUR,EUR,0.99246,34.52065984,0,2260.89,2243.842889,,,,,,,,,,,,0.053185659
,Comptabilisé,Avoirs en compte,0,,,54617000,482051.08,1.004753009,COMPTE ORDINAIRE EN CHF,CHF,100,520454.9715,542378.08,482051.08,482051.08,,,,454111.1282,-2144.57,0,-4.12E-01,-0.004451501,0,-2.72E-01,-0.0044515,48.24391356
,Comptabilisé,Avoirs en compte,0,,,54570000,2666634.59,5.558143608,COMPTE ORDINAIRE EN CHF,CHF,100,2788435.552,2979842.29,2666634.59,2666634.59,,,,2512074.949,-8844.29,5.00E-10,-0.314720908,-0.018358164,0,-0.329891828,-0.01835816,35.55701365
,Facturé,Avoirs en compte,0,,,54570000,-71.36,-0.000148738,COMPTE ORDINAIRE EN CHF,CHF,100,-1.097846154,0,-71.36,-71.36,,,,-67.22393426,,,,,,,,-0.000951517
,Comptabilisé,Avoirs en compte,0,,,534552A0,2300,0.004793957,COMPTE ORDINAIRE EN CHF,CHF,100,16967.69231,20000,2300,2300,,,,2166.690706,-1.51E+03,-1510.049046,-7.725842144,-0.003134421,0,-0.883294103,-0.00313442,0.037229949
,Comptabilisé,Avoirs en compte,0,,,532338B0,2864.71,0.005970998,COMPTE ORDINAIRE EN CHF,CHF,100,2864.71,2864.71,2864.71,2864.71,,,,2698.669797,0,0,0,0,0,0,0,1.761103678
,Comptabilisé,Avoirs en compte,0,,,532338A0,1879.07,0.0039166,COMPTE ORDINAIRE EN CHF,CHF,100,2158.614154,2600.94,1879.07,1879.07,,,,1770.158046,-1.2246724,-1.2246724,-5.64E-02,-2.54E-06,0,-0.056602495,-2.54E-06,0.73779325
,Comptabilisé,Avoirs en compte,0,,,53233800,2100.36,0.004377841,COMPTE ORDINAIRE EN CHF,CHF,100,4396.238769,7156.42,2100.36,2100.36,,,,1978.621953,13.3210307,13.3210307,0.293773403,2.77E-05,0,0.350853709,2.77E-05,0.395628811
,Facturé,Avoirs en compte,0,,,53233800,-12.84,-2.68E-05,COMPTE ORDINAIRE EN CHF,CHF,100,-0.197538462,0,-12.84,-12.84,,,,-12.09578638,,,,,,,,-0.002418573
,Comptabilisé,Avoirs en compte,0,,,53233700,23754.14,0.049511441,COMPTE ORDINAIRE EN CHF,CHF,100,425084.3328,15375.33,23754.14,23754.14,,,,22377.33668,-14818.66,0,-3.110248703,-0.030759212,0,-3.588845469,-0.03075921,102.1678203
,Comptabilisé,Avoirs en compte,0,,,532336B0,200,0.000416866,COMPTE ORDINAIRE EN CHF,CHF,100,240,0,200,200,,,,188.4078875,-50.5525921,-50.5525921,-15.62117706,-0.000104932,0,-0.558558076,-0.00010493,0.14768295
,Comptabilisé,Avoirs en compte,0,,,532336A0,11810.24,0.024616425,COMPTE ORDINAIRE EN CHF,CHF,100,11810.24,11810.24,11810.24,11810.24,,,,11125.71185,0,0,0,0,0,0,0,10.49838209
,Comptabilisé,Avoirs en compte,0,,,53233600,670689.03,1.397936545,COMPTE ORDINAIRE EN CHF,CHF,100,193389.1862,-1558.98,670689.03,670689.03,,,,631815.5165,-5344.48,0,-2.599366815,-0.01109358,0,-2.527079549,-0.01109358,7.584454082
,Transmis,Avoirs en compte,0,,,53233600,46347.06,0.096602518,COMPTE ORDINAIRE EN CHF,CHF,100,713.0316923,0,46347.06,46347.06,,,,43660.75833,,,,,,,,0.52411346
,Comptabilisé,Avoirs en compte,0,,,53182600,2000,0.004168658,COMPTE ORDINAIRE EN CHF,CHF,100,2000,2000,2000,2000,,,,1884.078875,0,0,0,0,0,0,0,0.908950016
,Comptabilisé,Avoirs en compte,0,,,52122600,320.76,0.000668569,COMPTE ORDINAIRE EN CHF,CHF,100,320.76,320.76,320.76,320.76,,,,302.16857,0,0,0,0,0,0,0,0.008610595
,Comptabilisé,Avoirs en compte,0,,,51921000,4550.34,0.009484405,COMPTE ORDINAIRE EN CHF,CHF,100,4550.34,4550.34,4550.34,4550.34,,,,4286.599734,0,0,0,0,0,0,0,0.124728812
,Comptabilisé,Avoirs en compte,0,,,51732900,100461.4,0.209394602,COMPTE ORDINAIRE EN CHF,CHF,100,104815.8006,75623.35,100461.4,100461.4,,,,94638.60074,-1902.04,0,-1.780231705,-0.00394808,0,-1.764802046,-0.00394808,185.6465403
,Transmis,Avoirs en compte,0,,,51732900,-46347.06,-0.096602518,COMPTE ORDINAIRE EN CHF,CHF,100,-713.0316923,0,-46347.06,-46347.06,,,,-43660.75833,,,,,,,,-85.64654027
,Comptabilisé,Avoirs en compte,0,,,46178 00,7724.77,0.016100962,COMPTE ORDINAIRE EN CHF,CHF,100,7724.77,7724.77,7724.77,7724.77,,,,7277.037985,0,0,0,0,0,0,0,2.165070816
,Comptabilisé,Avoirs en compte,0,,,32540 00,54462.3,0.113517347,COMPTE ORDINAIRE EN CHF,CHF,100,58920.24662,57681.34,54462.3,54462.3,,,,51305.63445,-1382.84,0,-2.292795942,-0.002870372,0,-2.43565422,-0.00287037,27.68840778
,Comptabilisé,Avoirs en compte,0,,,46178 00,1438.93,0.002024582,COMPTE ORDINAIRE EN CAD,CAD,0.67504,984.3675855,982.5445719,1438.93,971.3353072,,,,784.3532606,-11.2092647,-11.2092647,-1.140840326,-2.33E-05,-2.33E-05,-1.140840326,0,0.272242374
Devises à terme,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Devises à terme,0,,,15549 00,1083184.95,2.062489217,Vente EUR/USD à 1.08318 No. 694083 du 21.03.2023 au 22.06.2023 Taux terme actuel : 1.09152,USD,0.91353,137707.8024,0,1083184.95,989521.9474,,,,-7614.318227,-11015.99094,-11015.99094,-9.008237621,-0.022865981,-0.02286598,-1.10100682,0,23.45457285
,Comptabilisé,Devises à terme,0,,,15549 00,-1000000,-2.07835996,Vente EUR/USD à 1.08318 No. 694083 du 21.03.2023 au 22.06.2023 Taux terme actuel : 1.09152,EUR,0.997136266,-138330.8646,0,-1004711.793,-997136.2656,,,,0,3401.672715,3401.672715,3.059859428,0.00706088,0.00506224,0.339984381,0.00199863,-23.63505452
,Comptabilisé,Devises à terme,0,,,54617000,-505000,-1.040639255,Vente EUR/CHF à 0.993666 No. 700141 du 23.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,EUR,0.98865,-53819.17077,0,-503061.3324,-499268.25,,,,0,2532.84,2532.84,5.678435254,0.005257436,0.00373088,0.5047498,0.00152656,-49.96701656
,Comptabilisé,Devises à terme,0,,,54617000,501801.09,1.045918526,Vente EUR/CHF à 0.993666 No. 700141 du 23.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,CHF,1,54040.11738,0,501801.09,501801.09,,,,2009.292774,0,0,0,0,0,0,0,50.22050445
,Comptabilisé,Devises à terme,0,,,53233600,-5500000,-11.33369485,Vente EUR/CHF à 0.990323 No. 694168 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,EUR,0.98865,-753883.3077,0,-5478885.799,-5437575,,,,0,9200.48,9200.48,1.520244782,0.019097511,0.02745735,0.168916087,-0.00835984,-61.49055085
,Comptabilisé,Devises à terme,0,,,53233600,5446775.48,11.35287168,Vente EUR/CHF à 0.990323 No. 694168 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,CHF,1,754168.9126,0,5446775.48,5446775.48,,,,7298.707371,0,0,0,0,0,0,0,61.59459403
,Comptabilisé,Devises à terme,0,,,54570000,-2000000,-4.121343583,Vente EUR/CHF à 0.990323 No. 694086 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,EUR,0.98865,-274139.3846,0,-1992322.109,-1977300,,,,0,3345.63,3345.63,1.520245194,0.006944551,0.00998449,0.168916133,-0.00303994,-26.36539831
,Comptabilisé,Devises à terme,0,,,54570000,1980645.63,4.128316977,Vente EUR/CHF à 0.990323 No. 694086 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,CHF,1,274243.2411,0,1980645.63,1980645.63,,,,2654.076129,0,0,0,0,0,0,0,26.41000907
,Comptabilisé,Devises à terme,0,,,32540 00,-130000,-0.267887333,Vente EUR/CHF à 0.990184 No. 694093 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,EUR,0.98865,-17819.06,0,-129500.9371,-128524.5,,,,0,199.48,199.48,1.394705167,0.000414062,0.00064871,0.154967241,-0.00023464,-65.34132356
,Comptabilisé,Devises à terme,0,,,32540 00,128723.98,0.268303115,Vente EUR/CHF à 0.990184 No. 694093 du 21.03.2023 au 22.06.2023 Taux terme actuel : 0.98865,CHF,1,17823.32031,0,128723.98,128723.98,,,,158.2467596,0,0,0,0,0,0,0,65.44273837
Placements à court terme,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Placements à court terme,0,,,534552A0,600000,1.142458202,"4.25% Fid. Préavis ANZ Bkg Grp Ltd, Ldn Br - PR Préavis No. 74874",USD,0.91353,995790.9541,1110240,600000,548118,,,,444367.2337,1833.563115,-7586.49765,0.182583464,0.003805942,-0.01575939,-0.337423758,0.01956533,8.872349977
Obligations,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,60864 F4,9949,0.187925863,LIONTRUST GF ABS RET A5,EUR,9.1312,48467.46203,0,90846.3088,90161.32763,98,98,-934.9512,45080.66382,-468.995368,-468.995368,-0.990922471,-0.000973497,0.00094252,-0.517481735,-0.00191602,3.043513305
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,534552A0,22473,0.424490695,LIONTRUST GF ABS RET A5,EUR,9.1312,109479.2717,0,205205.4576,203658.2084,99,99,-1232.4424,101829.1042,-190.9602843,-190.9602843,-0.179381958,-0.000396378,0.0021293,-0.093677245,-0.00252568,3.296602011
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,52122600,12698,0.239851504,LIONTRUST GF ABS RET A5,EUR,9.1312,61859.46656,0,115947.9776,115073.7298,98,98,-1658.3524,57536.86492,-1057.816773,-1057.816773,-1.744234573,-0.002195719,0.00120279,-0.910878055,-0.00339851,3.089079998
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,51921000,11742,0.221793696,LIONTRUST GF ABS RET A5,EUR,9.1312,106447.0918,105307.5111,107218.5504,106410.1225,90,90,-11551.7796,53205.06126,1463.727007,1102.611421,1.394631119,0.00303827,0.00112413,1.39354545,0.00191414,2.91679482
,Comptabilisé,Obligations,0,421407470,IE00BD85PG80,15549 00,14538,0.274607116,LIONTRUST GF ABS RET A5,EUR,9.1312,70823.19459,0,132749.3856,131748.4552,99,98,-109.2210069,65874.22762,-1211.104576,-1211.104576,-1.744241953,-0.0025139,0.00137708,-0.910881909,-0.00389098,3.122824864
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 W1,5744.854,1.126354161,DHARMARESEARCH DR GBL A,EUR,94.78,543760.541,532536.7679,544497.2621,540391.7528,93,93,-36252.67788,0,7854.984833,7854.984833,1.475012676,0.016304655,0.00570887,1.475012676,0.01059578,15.81257008
,Comptabilisé,Obligations,0,444336850,LU1901202363,60864 F4,10033.218,1.967144307,DHARMARESEARCH DR GBL A,EUR,94.78,949661.7403,930059.7519,950948.402,943778.2511,94,94,-57926.49796,0,13718.49924,13718.49924,1.475012676,0.0284756,0.00997038,1.475012676,0.01850522,31.85846681
,Comptabilisé,Obligations,0,444336850,LU1901202363,54617000,3183.407,0.624148798,DHARMARESEARCH DR GBL A,EUR,94.78,294532.0506,246460.8499,301723.3155,299448.3217,98,99,-4344.008339,0,2004.491795,2004.491795,0.689667537,0.00416074,0.00150677,1.068734296,0.00265397,29.96893803
,Comptabilisé,Obligations,0,444336850,LU1901202363,54570000,16852.286,3.304112247,DHARMARESEARCH DR GBL A,EUR,94.78,1561183.355,1318999.823,1597259.667,1585216.329,96,96,-65848.45081,0,12555.14594,12555.14594,0.815883954,0.026060818,0.00850427,1.170252184,0.01755655,21.13733875
